"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux","Matériau d'emballage"
"8903","8903","viandes, œufs, poissons","charcuteries","Quenelle de veau, en sauce","Veal quenelle, in sauce","2",0,"Glacé","Four",5,0.51691535,4.3962861,5.8971961e-7,1.3825174,0.010707184,4.0003111e-7,7.088214e-8,2.4297965e-9,0.055338744,0.00053172317,0.017573232,0.23140049,49.52431,197.56489,0.73687855,53.668752,0.000029573407,"PACK AGB"
"25001","25001","entrées et plats composés","plats composés","Blanquette de veau","Veal stew in white sauce","2",0,"Glacé","Four",5,1.025955,9.8850591,1.7987163e-7,1.9039137,0.02153856,8.2667969e-7,1.3502638e-7,7.0829564e-9,0.11199308,0.0010619098,0.03635414,0.47125262,93.116485,451.23411,1.6603578,100.10852,0.000030962324,"PACK AGB"
"25173","25173","viandes, œufs, poissons","autres produits à base de viande","Veau, escalope panée, cuite","Veal, bread escalope, cooked","2",0,"Glacé","Four",5,1.1623278,11.548894,1.7865869e-7,1.6316577,0.024949782,9.3624356e-7,1.5423079e-7,6.530623e-9,0.12813475,0.0012851462,0.04342261,0.53704675,112.52919,556.63037,1.9256086,101.5078,0.000034092848,"PACK AGB"
"6540","6540","viandes, œufs, poissons","viandes crues","Veau, poitrine, crue","Veal, breast, raw","2",0,"Glacé","Pas de préparation",5,0.8816539,8.9580593,1.3112346e-7,0.89233383,0.018887764,7.3458249e-7,1.1739686e-7,4.9493398e-9,0.10106726,0.00084586114,0.033624328,0.42580475,82.96973,431.05574,1.4309494,70.539999,0.000022783919,"PACK AGB"
"6511","6511","viandes, œufs, poissons","viandes cuites","Veau, côte, grillée/poêlée","Veal, chop, grilled/pan-fried","2",0,"Glacé","Poêle",5,1.4111590999999999,14.372414,2.1191491e-7,1.5286685,0.030215785,0.0000011634367,1.8758368e-7,7.9125488e-9,0.16002199,0.0013758221,0.053437854,0.67370065,132.54223,684.38003,2.2773413,115.6557,0.000037112368,"PACK AGB"
"6510","6510","viandes, œufs, poissons","viandes crues","Veau, côte, crue","Veal, chop, raw","2",0,"Glacé","Pas de préparation",5,1.1053775,11.278362,1.6398211e-7,1.1154964,0.023694591,9.1883605e-7,1.4753579e-7,6.2028672e-9,0.12638525,0.0010713731,0.042123992,0.53247438,104.07836,538.88207,1.7927161,88.22851,0.000028492565,"PACK AGB"
"6520","6520","viandes, œufs, poissons","viandes cuites","Veau, escalope, cuite","Veal, escalope, cooked","2",0,"Glacé","Four",5,1.4185074,14.260514,2.0390151e-7,1.8659862,0.029706225,0.0000011597133,1.8838905e-7,7.8561165e-9,0.15985991,0.0013926929,0.053482276,0.67236354,132.68718,681.05519,2.2588556,119.80643,0.000039457083,"PACK AGB"
"6521","6521","viandes, œufs, poissons","viandes crues","Veau, escalope, crue","Veal, escalope, raw","2",0,"Glacé","Pas de préparation",5,1.0970413,11.219045,1.5941195e-7,1.0677638,0.02324245,9.1350758e-7,1.4623099e-7,6.1669818e-9,0.12602031,0.0010654306,0.04223698,0.53141263,104.61894,538.6124,1.7601933,85.742478,0.000027886174,"PACK AGB"
"6581","6581","viandes, œufs, poissons","viandes cuites","Veau, jarret, braisé ou bouilli","Veal, knuckle or shank, braised or boiled","2",0,"Glacé","Cuisson à l'eau",5,1.4227925,14.483371,2.1594671e-7,1.6566657,0.030421257,0.0000011643964,1.8847333e-7,7.903985e-9,0.16015844,0.0013832255,0.053334092,0.67375604,131.85255,681.12741,2.2858159,120.00795,0.000038202237,"PACK AGB"
"6583","6583","viandes, œufs, poissons","viandes crues","Veau, jarret, cru","Veal, knuckle or shank, raw","2",0,"Glacé","Pas de préparation",5,1.1053775,11.278362,1.6398211e-7,1.1154964,0.023694591,9.1883605e-7,1.4753579e-7,6.2028672e-9,0.12638525,0.0010713731,0.042123992,0.53247438,104.07836,538.88207,1.7927161,88.22851,0.000028492565,"PACK AGB"
"6513","6513","viandes, œufs, poissons","viandes crues","Veau, carré, cru","Veal, loin, raw","2",0,"Glacé","Pas de préparation",5,0.8816539,8.9580593,1.3112346e-7,0.89233383,0.018887764,7.3458249e-7,1.1739686e-7,4.9493398e-9,0.10106726,0.00084586114,0.033624328,0.42580475,82.96973,431.05574,1.4309494,70.539999,0.000022783919,"PACK AGB"
"6512","6512","viandes, œufs, poissons","viandes cuites","Veau, carré, sauté/poêlé","Veal, loin, sautéed/pan-fried","2",0,"Glacé","Poêle",5,1.1285393,11.441251,1.7040611e-7,1.2467801,0.024143531,9.306774e-7,1.4951059e-7,6.329024e-9,0.1280389,0.0010909428,0.042700574,0.53894954,105.87656,548.16768,1.8203386,93.31108,0.000029901071,"PACK AGB"
"6536","6536","viandes, œufs, poissons","viandes crues","Veau, steak haché 15% MG, cru","Veal, minced steak, 15% fat, raw","2",0,"Glacé","Pas de préparation",5,1.3816677000000002,13.872958,2.030371e-7,1.8632383,0.02912515,0.0000011274387,1.8207693e-7,7.6916586e-9,0.15528449,0.0013854614,0.051946576,0.65413916,128.8073,664.49526,2.1793027,119.8933,0.000035598449,"PACK AGB"
"6535","6535","viandes, œufs, poissons","viandes crues","Veau, steak haché 20% MG, cru","Veal, minced steak, 20% fat, raw","2",0,"Glacé","Pas de préparation",5,1.3816677000000002,13.872958,2.030371e-7,1.8632383,0.02912515,0.0000011274387,1.8207693e-7,7.6916586e-9,0.15528449,0.0013854614,0.051946576,0.65413916,128.8073,664.49526,2.1793027,119.8933,0.000035598449,"PACK AGB"
"6591","6591","viandes, œufs, poissons","viandes cuites","Veau, collier, braisé ou bouilli","Veal, neck, braised or boiled","2",0,"Glacé","Cuisson à l'eau",5,1.4227925,14.483371,2.1594671e-7,1.6566657,0.030421257,0.0000011643964,1.8847333e-7,7.903985e-9,0.16015844,0.0013832255,0.053334092,0.67375604,131.85255,681.12741,2.2858159,120.00795,0.000038202237,"PACK AGB"
"6590","6590","viandes, œufs, poissons","viandes crues","Veau, collier, cru","Veal, neck, raw","2",0,"Glacé","Pas de préparation",5,1.1053775,11.278362,1.6398211e-7,1.1154964,0.023694591,9.1883605e-7,1.4753579e-7,6.2028672e-9,0.12638525,0.0010713731,0.042123992,0.53247438,104.07836,538.88207,1.7927161,88.22851,0.000028492565,"PACK AGB"
"6551","6551","viandes, œufs, poissons","viandes cuites","Veau, rôti, cuit","Veal, roast, cooked","2",0,"Glacé","Four",5,1.7691502,17.905704,2.5434433e-7,2.2033012,0.037153754,0.00000144898,2.3556847e-7,9.8241924e-9,0.19972356,0.0017469156,0.066939534,0.84046715,166.18992,851.23547,2.8198399,146.95272,0.000048279934,"PACK AGB"
"6550","6550","viandes, œufs, poissons","viandes crues","Veau, rôti, cru","Veal, roast, raw","2",0,"Glacé","Pas de préparation",5,1.3746118,14.104594,1.9934272e-7,1.3347838,0.029137949,0.0000011424924,1.8357844e-7,7.7249198e-9,0.15757655,0.0013458349,0.052889807,0.66448423,131.13986,673.3279,2.2042711,107.23161,0.000034870384,"PACK AGB"
"6563","6563","viandes, œufs, poissons","viandes cuites","Veau, épaule, braisée ou bouillie","Veal, shoulder, braised/boiled","2",0,"Glacé","Cuisson à l'eau",5,1.1359884,11.514854,1.7304385e-7,1.3355331,0.024271573,9.3105644e-7,1.5006907e-7,6.3096784e-9,0.12809592,0.0010936459,0.042578195,0.53883011,105.12886,544.85473,1.8254861,96.3075,0.000030640745,"PACK AGB"
"6562","6562","viandes, œufs, poissons","viandes cuites","Veau, épaule, grillée/poêlée","Veal, shoulder, grilled/pan-fried","2",0,"Glacé","Poêle",5,1.1285393,11.441251,1.7040611e-7,1.2467801,0.024143531,9.306774e-7,1.4951059e-7,6.329024e-9,0.1280389,0.0010909428,0.042700574,0.53894954,105.87656,548.16768,1.8203386,93.31108,0.000029901071,"PACK AGB"
"6560","6560","viandes, œufs, poissons","viandes crues","Veau, épaule, crue","Veal, shoulder, raw","2",0,"Glacé","Pas de préparation",5,0.8816539,8.9580593,1.3112346e-7,0.89233383,0.018887764,7.3458249e-7,1.1739686e-7,4.9493398e-9,0.10106726,0.00084586114,0.033624328,0.42580475,82.96973,431.05574,1.4309494,70.539999,0.000022783919,"PACK AGB"
"6523","6523","viandes, œufs, poissons","viandes cuites","Veau, noix, grillée/poêlée","Veal, tenderloin, grilled/pan-fried","2",0,"Glacé","Poêle",5,1.4006289,14.297457,2.0614173e-7,1.4683931,0.029644618,0.0000011567057,1.8593549e-7,7.8672187e-9,0.159561,0.0013683154,0.053580566,0.67235942,133.22506,684.03937,2.2362583,112.51572,0.00003634653,"PACK AGB"
"6522","6522","viandes, œufs, poissons","viandes crues","Veau, noix, crue","Veal, tenderloin, raw","2",0,"Glacé","Pas de préparation",5,1.0970413,11.219045,1.5941195e-7,1.0677638,0.02324245,9.1350758e-7,1.4623099e-7,6.1669818e-9,0.12602031,0.0010654306,0.04223698,0.53141263,104.61894,538.6124,1.7601933,85.742478,0.000027886174,"PACK AGB"
"6524","6524","viandes, œufs, poissons","viandes cuites","Veau, noix, rôtie","Veal, tenderloin, roasted","2",0,"Glacé","Four",5,1.4185074,14.260514,2.0390151e-7,1.8659862,0.029706225,0.0000011597133,1.8838905e-7,7.8561165e-9,0.15985991,0.0013926929,0.053482276,0.67236354,132.68718,681.05519,2.2588556,119.80643,0.000039457083,"PACK AGB"
"25589_2","25589","entrées et plats composés","plats végétariens","Boulettes aux légumes (sans viande)","Vegetable ball (without meat)","2",0,"Glacé","Poêle",5,0.36531565,2.4462676,6.9318717e-8,1.9961679,0.0087726443,1.8808533e-7,5.0934461e-8,3.1904666e-9,0.023974524,0.00063571284,0.01560324,0.094143516,62.331685,209.03703,0.84235104,62.043843,0.000012898135,"PACK PROXY"
"11219","11219","aides culinaires et ingrédients divers","sauces","Sauce végétale type bolognaise, préemballée","Vegetable Bolognese sauce","2",0,"Ambiant (long)","Pas de préparation",5,0.31278843,1.8262471,9.4350915e-7,1.5388072,0.0074818009,1.1260483e-7,4.5479933e-8,4.6579812e-9,0.011981797,0.00041455163,0.0084565641,0.039652252,54.047364,91.346869,4.2846354,54.306009,0.000028940763,"PACK PROXY"
"42605","42605","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et viande/poisson, dès 12 mois","Vegetable dish for baby, w meat/fish and starch, from 12 months","2",0,"Ambiant (long)","Micro-onde",5,0.32753993,2.3201211,6.0147255e-8,0.60071538,0.028251156,3.1334935e-7,3.3525797e-8,3.0342474e-9,0.039432397,0.00021862327,0.011532145,0.11284969,11.810288,53.79276,0.78727935,41.790714,0.00000792328,"PACK PROXY"
"42606","42606","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et viande/poisson, dès 18 mois","Vegetable dish for baby, w meat/fish and starch, from 18 months","2",0,"Ambiant (long)","Micro-onde",5,0.32753993,2.3201211,6.0147255e-8,0.60071538,0.028251156,3.1334935e-7,3.3525797e-8,3.0342474e-9,0.039432397,0.00021862327,0.011532145,0.11284969,11.810288,53.79276,0.78727935,41.790714,0.00000792328,"PACK PROXY"
"42603","42603","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et viande/poisson, dès 6-8 mois","Vegetable dish for baby, w meat/fish and starch, from 6-8 months","2",0,"Ambiant (long)","Micro-onde",5,0.32753993,2.3201211,6.0147255e-8,0.60071538,0.028251156,3.1334935e-7,3.3525797e-8,3.0342474e-9,0.039432397,0.00021862327,0.011532145,0.11284969,11.810288,53.79276,0.78727935,41.790714,0.00000792328,"PACK PROXY"
"42604","42604","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et viande/poisson, dès 8-12 mois","Vegetable dish for baby, w meat/fish and starch, from 8-12 months","2",0,"Ambiant (long)","Micro-onde",5,0.32753993,2.3201211,6.0147255e-8,0.60071538,0.028251156,3.1334935e-7,3.3525797e-8,3.0342474e-9,0.039432397,0.00021862327,0.011532145,0.11284969,11.810288,53.79276,0.78727935,41.790714,0.00000792328,"PACK PROXY"
"20251","20251","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et lait/crème, dès 12 mois","Vegetable dish for baby, with milk/cream and starch, from 12 months","2",0,"Ambiant (long)","Micro-onde",5,0.1594682,1.3682689,3.1197669e-8,0.60682934,0.0040479855,8.6722878e-8,3.3894807e-8,2.6058873e-9,0.010457066,0.00018902424,0.0043485675,0.041734409,13.204595,62.142725,0.78255268,27.3323,0.000005595152,"PACK PROXY"
"20254","20254","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et lait/crème, dès 18 mois","Vegetable dish for baby, with milk/cream and starch, from 18 months","2",0,"Ambiant (long)","Micro-onde",5,0.1594682,1.3682689,3.1197669e-8,0.60682934,0.0040479855,8.6722878e-8,3.3894807e-8,2.6058873e-9,0.010457066,0.00018902424,0.0043485675,0.041734409,13.204595,62.142725,0.78255268,27.3323,0.000005595152,"PACK PROXY"
"20249","20249","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et lait/crème, dès 6-8 mois","Vegetable dish for baby, with milk/cream and starch, from 6-8 months","2",0,"Ambiant (long)","Micro-onde",5,0.1594682,1.3682689,3.1197669e-8,0.60682934,0.0040479855,8.6722878e-8,3.3894807e-8,2.6058873e-9,0.010457066,0.00018902424,0.0043485675,0.041734409,13.204595,62.142725,0.78255268,27.3323,0.000005595152,"PACK PROXY"
"20250","20250","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent et lait/crème, dès 8-12 mois","Vegetable dish for baby, with milk/cream and starch, from 8-12 months","2",0,"Ambiant (long)","Micro-onde",5,0.1594682,1.3682689,3.1197669e-8,0.60682934,0.0040479855,8.6722878e-8,3.3894807e-8,2.6058873e-9,0.010457066,0.00018902424,0.0043485675,0.041734409,13.204595,62.142725,0.78255268,27.3323,0.000005595152,"PACK PROXY"
"20248","20248","aliments infantiles","petits pots salés et plats infantiles","Plat légumes, avec féculent, dès 6-8 mois","Vegetable dish for baby, with starch, from 6-8 months","2",0,"Ambiant (long)","Micro-onde",5,0.13755461,1.1543558,3.0325155e-8,0.59412367,0.0036712633,6.1385489e-8,3.1018335e-8,2.688549e-9,0.0066846769,0.00018152663,0.0035919868,0.025412246,11.53561,56.444463,0.80504575,26.59002,0.0000052389281,"PACK PROXY"
"16614","16614","matières grasses","margarines","Matière grasse végétale (type margarine) à 80% MG, salé","Vegetable fat (like margarine), 80% fat, salted","2",0,"Glacé","Pas de préparation",5,0.43709559,2.7156331,6.5861374e-8,0.33580974,0.012741337,2.7140778e-7,5.8126083e-8,9.5573006e-9,0.025248596,0.0012861272,0.022846082,0.094640699,147.11122,374.61863,4.3329421,30.789145,0.000015801151,"PACK AGB"
"16738","16738","matières grasses","margarines","Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel","Vegetable fat (margarine type), 50-63% fat, light, lightly salted","2",0,"Glacé","Pas de préparation",5,0.30167781,2.2769001,6.3929955e-8,0.32896552,0.0089526936,1.8845842e-7,3.5905646e-8,4.1970462e-9,0.021047443,0.00069727492,0.014475208,0.082953339,81.101118,256.24258,1.7412172,25.308579,0.000010532563,"PACK AGB"
"16654","16654","matières grasses","margarines","Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux","Vegetable fat (margarine type), 60% fat, unsalted, sunflowerseed","2",0,"Glacé","Pas de préparation",5,0.2681939,2.1079075,6.9089096e-8,0.33522953,0.0076683528,1.5579428e-7,2.7468349e-8,3.3812753e-9,0.017280953,0.00067346874,0.014237041,0.069028419,72.213254,263.35199,0.80439944,24.232952,0.0000091231815,"PACK AGB"
"16616","16616","matières grasses","margarines","Matière grasse végétale (type margarine) à 70% MG, doux","Vegetable fat (margarine type), 70% fat, unsalted","2",0,"Glacé","Pas de préparation",5,0.23032021,2.5266181,4.4721151e-8,0.29123058,0.0078446494,2.053513e-7,1.9792323e-8,8.996935e-10,0.013328549,0.00027084285,0.010323428,0.052308506,35.426861,105.39078,0.99308373,21.711293,0.0000073931305,"PACK AGB"
"16615","16615","matières grasses","margarines","Matière grasse végétale ou margarine, 80% MG, doux","Vegetable fat (margarine type), 80% fat, unsalted","2",0,"Glacé","Pas de préparation",5,0.43637420000000005,2.7094721,6.5782833e-8,0.33535579,0.012716109,2.7095351e-7,5.8004396e-8,9.5549391e-9,0.025212693,0.0012834352,0.022838253,0.094565037,147.06596,374.57493,4.3307981,30.710622,0.00001565346,"PACK AGB"
"16734","16734","matières grasses","margarines","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel","Vegetable fat (margarine type), spreadable, 30-40% fat, light, lightly salted","2",0,"Glacé","Pas de préparation",5,0.18059795,1.8165865,4.652684e-8,0.29688218,0.005875763,1.3050701e-7,1.6856874e-8,7.6072119e-10,0.012584841,0.00025041648,0.0071600035,0.050059473,28.680531,107.47812,0.49277137,19.859743,0.0000063622053,"PACK AGB"
"16742","16742","matières grasses","margarines","Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal","Vegetable fat (margarine type), spreadable, 30-40% fat, light, lightly salted, with plant sterols esters","2",0,"Glacé","Pas de préparation",5,0.19465191,1.5513651,4.9639599e-8,0.30627061,0.0057910937,1.1470391e-7,2.3598725e-8,2.1583587e-9,0.013361226,0.00044521982,0.0088092761,0.05271534,42.23712,158.29732,0.81546843,20.597872,0.0000071660419,"PACK AGB"
"16733","16733","matières grasses","margarines","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux","Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted","2",0,"Glacé","Pas de préparation",5,0.17701358,1.7818329,4.6004709e-8,0.29581196,0.0057639098,1.2741816e-7,1.648768e-8,7.4424888e-10,0.012295333,0.00024507745,0.0069829695,0.048893738,27.974713,104.89113,0.48123942,19.675852,0.0000061988565,"PACK AGB"
"16736","16736","matières grasses","margarines","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3","Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted, rich in omega 3","2",0,"Glacé","Pas de préparation",5,0.22903868,1.7380403,5.3171309e-8,0.31956934,0.0068664882,1.2914814e-7,3.7825525e-8,1.4219037e-9,0.016706128,0.00040381554,0.0099866827,0.066681681,42.157478,189.11538,2.2127898,22.045572,0.0000084791273,"PACK AGB"
"16740","16740","matières grasses","margarines","Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3","Vegetable fat (margarine type), spreadable, 50-63% fat, light, lightly salted, rich in omega 3","2",0,"Glacé","Pas de préparation",5,0.24081632,2.1064255,5.3096075e-8,0.32014924,0.0071212247,1.6693136e-7,2.8179635e-8,1.8176768e-9,0.017671447,0.00047517866,0.011610444,0.071425431,42.594692,191.10799,0.84234999,22.621998,0.000008243075,"PACK AGB"
"16741","16741","matières grasses","margarines","Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux","Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted","2",0,"Glacé","Pas de préparation",5,0.30133833,2.2740008,6.3892995e-8,0.3287519,0.0089408219,1.8824465e-7,3.5848381e-8,4.1959349e-9,0.021030548,0.00069600809,0.014471524,0.082917733,81.07982,256.22202,1.7402082,25.271628,0.000010463061,"PACK AGB"
"16737","16737","matières grasses","margarines","Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3","Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, rich in omega 3","2",0,"Glacé","Pas de préparation",5,0.24245587999999998,2.1194206,5.3342249e-8,0.32053491,0.0071630124,1.6828047e-7,2.8371636e-8,1.834524e-9,0.017827685,0.00047788456,0.011728099,0.072119102,43.019133,193.1417,0.84913805,22.671475,0.000008219913,"PACK AGB"
"16739","16739","matières grasses","margarines","Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal","Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, with plant sterols esters","2",0,"Glacé","Pas de préparation",5,0.27625537,2.1274458,6.2773294e-8,0.32629888,0.0082130535,1.708706e-7,3.2198111e-8,3.5104658e-9,0.019722754,0.00061765524,0.013057045,0.078237961,71.52546,236.51177,1.3759689,24.274606,0.0000095695955,"PACK AGB"
"8297","8297","entrées et plats composés","plats composés","Flan de légumes","Vegetable flan","2",0,"Glacé","Micro-onde",5,0.29949776,2.1868475,5.0537774e-8,0.81712689,0.0070153284,1.8927266e-7,1.1379116e-7,2.9023347e-9,0.025085868,0.00040551685,0.012512769,0.10260864,25.430645,153.6565,2.1534241,35.541065,0.0000098724424,"PACK AGB"
"25556","25556","entrées et plats composés","plats composés","Beignet de légumes","Vegetable fritters","2",0,"Glacé","Micro-onde",5,0.26998925,1.5822288,4.8923957e-8,0.77185664,0.0065300572,1.3529885e-7,1.1597835e-7,2.9879835e-9,0.017350413,0.00038794025,0.011348212,0.069279597,19.105866,180.56138,4.2418376,34.050747,0.0000097063562,"PACK AGB"
"25232_2","25232","viandes, œufs, poissons","substituts de viande","Saucisse hot-dog végétale","Vegetable Hot-dog sausage","2",0,"Glacé","Poêle",5,0.30591838000000005,2.443869,6.5159e-8,1.1716078,0.0084512417,1.7951842e-7,3.1251175e-8,1.5291512e-9,0.023663826,0.00047867111,0.011933188,0.096069795,46.499885,160.01337,0.57790174,46.204816,0.000010853925,"PACK PROXY"
"25199","25199","entrées et plats composés","plats composés","Palet ou galette de légumes, préfrit, surgelé","Vegetable rosti, pre-fried, frozen","2",0,"Congelé","Micro-onde",5,0.19588926,1.2015567,4.5848336e-8,1.0702082,0.0042112142,7.5042695e-8,8.3807521e-8,5.1771065e-9,0.0088872364,0.00033097752,0.0096398853,0.033292917,16.966779,113.50526,0.91811783,33.926315,0.0000090921982,"PACK AGB"
"25208","25208","entrées et plats composés","plats composés","Palet ou galette de légumes, préfrit, surgelé, cuit","Vegetable rosti, pre-fried, frozen, cooked","2",0,"Congelé","Micro-onde",5,0.19588926,1.2015567,4.5848336e-8,1.0702082,0.0042112142,7.5042695e-8,8.3807521e-8,5.1771065e-9,0.0088872364,0.00033097752,0.0096398853,0.033292917,16.966779,113.50526,0.91811783,33.926315,0.0000090921982,"PACK AGB"
"8296","8296","entrées et plats composés","plats composés","Terrine ou mousse de légumes","Vegetable terrine or mousse","2",0,"Glacé","Micro-onde",5,0.21760162,1.8306835,4.6601665e-8,0.76020997,0.0057799689,1.1990349e-7,7.0500173e-8,1.3445172e-9,0.015020586,0.00032889708,0.009114586,0.059223799,17.248027,79.577854,0.87289012,32.896725,0.0000084923857,"PACK AGB"
"20258","20258","fruits, légumes, légumineuses et oléagineux","légumes","Légumes (3-4 sortes en mélange), purée","Vegetables (3-4 types), mashed","2",0,"Glacé","Micro-onde",5,0.15266345,1.3327753,3.7057504e-8,0.72335527,0.0040662543,7.380781e-8,4.2925264e-8,7.8872119e-10,0.0082803331,0.00024965557,0.0049921709,0.031346229,7.7177419,44.963581,0.64672897,28.440638,0.0000067399256,"PACK AGB"
"25162","25162","entrées et plats composés","plats composés","Gratin de légumes","Vegetables au gratin (oven grilled)","2",0,"Glacé","Micro-onde",5,0.26367509,2.1675463,5.8870811e-8,0.88939704,0.0068771019,1.4696351e-7,7.6254323e-8,1.283403e-9,0.017971786,0.00036136289,0.0087518798,0.0702977,30.56944,80.819341,2.0901539,39.124647,0.000009977639,"PACK AGB"
"25588","25588","entrées et plats composés","plats composés","Gratin de légumes en sauce blanche type béchamel, cuit","Vegetables au gratin (oven grilled) in bechamel sauce","2",0,"Glacé","Micro-onde",5,0.30480289,2.0966679,4.8633447e-8,0.87224103,0.0065540647,2.4749682e-7,2.3902892e-7,2.116366e-9,0.033940283,0.00025581323,0.0085077226,0.14494723,12.441299,67.709126,0.32004927,35.0975,0.0000088777548,"PACK AGB"
"20273","20273","entrées et plats composés","plats composés","Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue","Vegetables pan-fried or stir-fried, Asian-style, frozen, raw","2",0,"Congelé","Micro-onde",5,0.30996578999999996,1.7624618,4.2620573e-8,1.1407338,0.0076878945,1.5990492e-7,4.3960473e-7,8.3476712e-9,0.017771624,0.00056878946,0.0092418519,0.062796185,14.935485,56.17126,1.4808109,39.881393,0.0000097632109,"PACK AGB"
"20498","20498","entrées et plats composés","plats composés","Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée","Vegetables pan-fried with mushrooms (country-style), frozen","2",0,"Congelé","Micro-onde",5,0.30996578999999996,1.7624618,4.2620573e-8,1.1407338,0.0076878945,1.5990492e-7,4.3960473e-7,8.3476712e-9,0.017771624,0.00056878946,0.0092418519,0.062796185,14.935485,56.17126,1.4808109,39.881393,0.0000097632109,"PACK AGB"
"20262","20262","entrées et plats composés","plats composés","Poêlée de légumes assaisonnés sans champignon, surgelée, crue","Vegetables pan-fried without mushrooms, frozen, raw","2",0,"Congelé","Micro-onde",5,0.30996578999999996,1.7624618,4.2620573e-8,1.1407338,0.0076878945,1.5990492e-7,4.3960473e-7,8.3476712e-9,0.017771624,0.00056878946,0.0092418519,0.062796185,14.935485,56.17126,1.4808109,39.881393,0.0000097632109,"PACK AGB"
"25417","25417","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte aux légumes","Vegetables tart","2",0,"Glacé","Four",5,0.41429232,3.1919696,1.8313914e-7,1.3262548,0.010847843,2.4617136e-7,6.7075575e-8,1.4756914e-9,0.029997379,0.00059051803,0.011235471,0.11593272,71.2651,106.59798,4.6724041,55.661566,0.000019133901,"PACK PROXY"
"25415_2","25415","entrées et plats composés","sandwichs","Burger végétarien","Veggie burger","2",0,"Glacé","Four",5,0.43908792,3.7530826,8.3339266e-8,2.0226456,0.012707413,2.4420318e-7,8.5850379e-8,5.0262765e-9,0.027827405,0.0005695804,0.010573058,0.10428846,32.644264,99.990498,1.0708012,79.742094,0.000025797992,"PACK PROXY"
"30750","30750","viandes, œufs, poissons","charcuteries","Saucisse viennoise, crue","Viennese sausage, pork and veal, raw","2",0,"Glacé","Pas de préparation",5,0.54202821,4.3079885,6.6247644e-8,1.1527153,0.011199651,4.643788e-7,4.9550063e-8,2.5610105e-9,0.064810846,0.00061800386,0.018023766,0.27228859,114.16693,216.55764,1.0801732,47.749915,0.000015693989,"PACK AGB"
"11018","11018","aides culinaires et ingrédients divers","condiments","Vinaigre","Vinegar","2",0,"Ambiant (long)","Pas de préparation",5,0.16298697,1.2390527,2.0845408e-8,0.33961997,0.0049321402,7.5852888e-8,3.9460371e-8,8.2862361e-10,0.007154567,0.0002136722,0.0073555749,0.024115118,63.147527,127.98653,0.28479131,19.229564,0.000010216291,"PACK PROXY"
"11091","11091","aides culinaires et ingrédients divers","condiments","Vinaigre balsamique","Vinegar, balsamic","2",0,"Ambiant (long)","Pas de préparation",5,0.16298697,1.2390527,2.0845408e-8,0.33961997,0.0049321402,7.5852888e-8,3.9460371e-8,8.2862361e-10,0.007154567,0.0002136722,0.0073555749,0.024115118,63.147527,127.98653,0.28479131,19.229564,0.000010216291,"PACK PROXY"
